Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples
1167,combinatoric,MedianImputer_RobustScaler,0.22134477873190256,0.14219475158175438,0.28792594568249735,0.16990174822275583,0.2892408111659873,-0.410707864000019,[0.54290799 0.54290799 0.54290799 ... 0.76772182 0.76772182 0.76772182],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112
1202,combinatoric,MedianImputer_RobustScaler,0.1430636425824655,0.14921292337112868,0.4311535615172032,1.0760282963190968,0.20121902802126274,0.3283781870448409,[0.46961504 0.46961504 0.46961504 ... 0.61532795 0.61532795 0.61532795],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",5112
1218,combinatoric,MedianImputer_RobustScaler,0.12755122705582447,0.16500110021611286,0.7219640678071197,2.5350646264601235,0.18290121060972786,0.5499688040806562,[0.66999167 0.66999167 0.66999167 ... 0.55677265 0.55677265 0.55677265],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112
1219,combinatoric,MedianImputer_RobustScaler,0.11148924283038114,0.15562052007880564,89467131127664.39,88.7179913929802,0.17045154913871008,0.5463071228338243,[0.53660766 0.53660766 0.53660766 ... 0.57655272 0.57655272 0.57655272],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",5112
1234,combinatoric,MedianImputer_RobustScaler,0.21952420797926123,0.1660544414838827,76308992647504.17,101.22125531328903,0.32146552384890603,-0.28847334414689785,[0.63467931 0.63467931 0.63467931 ... 0.5369779  0.5369779  0.5369779 ],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",5112
1273,combinatoric,MedianImputer_RobustScaler,0.14654048286684662,0.13391730985627814,0.2211217917983035,0.23622567248283896,0.20586844234781815,0.20423601351904042,[0.5936771  0.5936771  0.5936771  ... 0.60529761 0.60529761 0.60529761],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112
1298,combinatoric,MedianImputer_RobustScaler,0.1148631695667931,0.1140524598116978,0.26610446239215124,0.3811020172730035,0.15218116045260333,0.5610179199434782,[0.60002604 0.60002604 0.60002604 ... 0.52820412 0.52820412 0.52820412],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112
1339,combinatoric,MedianImputer_RobustScaler,0.17977817086055123,0.12282371297028724,0.7238974386086057,1.2159565235489023,0.22773574533211582,0.3389118643897797,[0.59904157 0.59904157 0.59904157 ... 0.58659922 0.58659922 0.58659922],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",5112
11285,combinatoric,MedianImputer_RobustScaler,0.10091235090970012,0.1339061168731244,0.13467602666328973,0.4549104415596859,0.13081239366156322,0.6572724383182055,[0.80512587 0.80512587 0.80512587 ... 0.90966425 0.90966425 0.90966425],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",7668
11457,combinatoric,MedianImputer_RobustScaler,0.09423488601341332,0.16619033938489364,0.13021100055667842,0.6294826227069346,0.13468692754336598,0.5826067699061159,[0.88732488 0.88732488 0.88732488 ... 0.89879647 0.89879647 0.89879647],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",8094
12001,combinatoric,MedianImputer_RobustScaler,0.1082973634427085,0.13097290320982607,0.1856028431663355,0.9275000345562349,0.15242141863588085,0.43905052901769037,[0.77815317 0.77815317 0.77815317 ... 0.83722992 0.83722992 0.83722992],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",8094
12048,combinatoric,MedianImputer_RobustScaler,0.08673649283707116,0.19422021170843395,0.28759196685566923,2.6585734477196206,0.11705609671019787,0.7729230335455606,[0.87523614 0.87523614 0.87523614 ... 0.76673364 0.77178965 0.76673364],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668
12701,combinatoric,MedianImputer_RobustScaler,0.18441786077185937,0.1552219790291754,0.5705518071736337,1.058626997721142,0.2651694338724392,-0.10448203997659555,[0.77949501 0.77949501 0.77949501 ... 0.92839017 0.92839017 0.92839017],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",7668
12832,combinatoric,MedianImputer_RobustScaler,0.1179948732238797,0.19244287864079448,0.31986497583804246,1.1212122064490901,0.16739147115848907,0.5071497239232856,[0.84252099 0.84252099 0.84252099 ... 0.96644309 0.96630723 0.96630723],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668
B1,combinatoric,MedianImputer_RobustScaler,0.10100911849757443,0.1579165339169276,0.15550639588160264,0.44483125300005166,0.14300136366261698,0.5245485827751503,[0.84898781 0.84898781 0.84898781 ... 0.80993539 0.80993539 0.80993539],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",6816
B8,combinatoric,MedianImputer_RobustScaler,0.15597596543435033,0.09993840453819934,47104436071086.2,97.20267634111863,0.21309538342462186,0.2812083214651466,[0.61154421 0.61154421 0.61154421 ... 0.71910853 0.71910853 0.71910853],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",6816
B18,combinatoric,MedianImputer_RobustScaler,0.1362823058760204,0.11629097332628452,0.33138568664838924,0.42791218748146886,0.19280626568574757,0.32955136799131945,[0.62120304 0.62120304 0.62120304 ... 0.58581785 0.58581785 0.59255835],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",6816
C5,combinatoric,MedianImputer_RobustScaler,0.13011464914088086,0.12407395672285773,0.2913896281788137,0.4592293035966525,0.17336489944669214,0.35278668842935135,[0.65819024 0.65819024 0.65819024 ... 0.73401224 0.73401224 0.73401224],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",6816
E.ce,combinatoric,MedianImputer_RobustScaler,0.10075989568324933,0.16758872347209525,0.1632793189939053,0.6515132197953654,0.13885091399963942,0.46831903395891383,[0.92543417 0.92543417 0.92543417 ... 0.39245567 0.39245567 0.39245567],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",29160
E.co,combinatoric,MedianImputer_RobustScaler,0.18068650112673118,0.28386661546794056,0.5020025071768023,1.5666904892362161,0.24391706298234536,0.2698911062798329,[0.97751574 0.97751574 0.97751574 ... 0.40264589 0.40264589 0.40264589],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",29160
S.en,combinatoric,MedianImputer_RobustScaler,0.1836075566338118,0.1600442781270047,38635474115568.055,53.939548731690905,0.24161894307422507,0.13067830069027175,[0.43572515 0.40515686 0.43572515 ... 0.21520674 0.21520674 0.21520674],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",29160
S.au,combinatoric,MedianImputer_RobustScaler,0.1530425305548986,0.18205692832607823,0.20116104463727993,0.48454114028468537,0.2065145685902594,-0.020690599212868754,[0.93988843 0.9172164  0.92769478 ... 0.36371467 0.37298975 0.37298975],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",27540
1167_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.15342782698384816,0.12634965143177876,0.19481742793595577,0.10235404619959135,0.19383543173357332,-0.46397507119359793,[0.54198763 0.54198763 0.54198763 ... 0.81287943 0.81287943 0.81287943],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.93997339]
 [0.93346047]
 [0.93346047]]",1296
1167_x_E.co,combinatoric,MedianImputer_RobustScaler,0.2597747569147304,0.05150516866811626,0.48595064825458284,0.2809541112573518,0.316470861635861,-0.05116121821849662,[0.60456781 0.60456781 0.60456781 ... 0.74613679 0.74613679 0.74613679],"[[0.29228146]
 [0.29614315]
 [0.29228146]
 ...
 [0.99785545]
 [0.98518001]
 [0.98871093]]",1296
1167_x_S.en,combinatoric,MedianImputer_RobustScaler,0.25830042037503187,0.20968792376404433,0.3039471347524684,0.15584697343815623,0.3473470129457969,-1.0491593403506414,[0.39253597 0.34065157 0.39253597 ... 0.43192699 0.43192699 0.43192699],"[[0.72965397]
 [0.53297676]
 [0.72965397]
 ...
 [0.99904466]
 [0.99774927]
 [1.        ]]",1296
1167_x_S.au,combinatoric,MedianImputer_RobustScaler,0.18383602586528888,0.17260790532324408,0.22838539445870162,0.40239152654939936,0.25311507582946474,-0.32631326030030583,[0.89197909 0.89923647 0.90213479 ... 0.47249571 0.46870371 0.45870623],"[[0.93482886]
 [0.83673575]
 [0.6058648 ]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",1224
1202_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.13282788557157918,0.15801819005729828,0.40992371514726217,0.8314330930015197,0.17778926233040476,0.3760154780118127,[0.58180094 0.58180094 0.58180094 ... 0.60184011 0.60184011 0.60184011],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.62507124]
 [0.62507124]
 [0.71542897]]",1296
1202_x_E.co,combinatoric,MedianImputer_RobustScaler,0.09269795526152187,0.11459725154621633,0.1897292730233236,0.10824903383549528,0.11233436782048828,0.6557131979122985,[0.5032556  0.5032556  0.5032556  ... 0.58105726 0.58105726 0.58105726],"[[0.43239395]
 [0.43239395]
 [0.43239395]
 ...
 [0.39794357]
 [0.48052866]
 [0.38356225]]",1296
1202_x_S.en,combinatoric,MedianImputer_RobustScaler,0.2612165291800626,0.15290109278113728,1.1415903368180003,1.4077345454786376,0.3341288802504584,-1.6542747326497422,[0.3515457  0.29707077 0.3515457  ... 0.43735586 0.43735586 0.43735586],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296
1202_x_S.au,combinatoric,MedianImputer_RobustScaler,0.26304315679498763,0.14234055088074138,0.33655856546708673,0.2678658481461493,0.3187738021351069,-2.54808704494053,[0.91114992 0.90650242 0.91197198 ... 0.40640505 0.42029566 0.42209632],"[[0.64477475]
 [0.64477475]
 [0.83061693]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",1224
1218_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.10203859548139056,0.09511266612502861,0.1717609948462286,0.2253356274930653,0.13473999171153112,0.28769478313557806,[0.72733771 0.72733771 0.72733771 ... 0.50195323 0.50195323 0.50195323],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296
1218_x_E.co,combinatoric,MedianImputer_RobustScaler,0.2225079399967253,0.11094583365348071,1.0994871127135355,1.8977650805043047,0.27788071434961265,0.2450831254675232,[0.63806933 0.63806933 0.63806933 ... 0.58375838 0.58375838 0.58375838],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296
1218_x_S.en,combinatoric,MedianImputer_RobustScaler,0.21431742884170274,0.14167755454333766,1.7928885319943346,2.1790629243522956,0.2653178606237511,0.031776344137822266,[0.39055119 0.33037111 0.39055119 ... 0.26223466 0.26223466 0.26223466],"[[0.26105455]
 [0.39324875]
 [0.05213942]
 ...
 [0.43190293]
 [0.07405875]
 [0.07405875]]",1296
1218_x_S.au,combinatoric,MedianImputer_RobustScaler,0.13355622764520306,0.12400100224361643,0.1994386915029014,0.24616561378803,0.1721696137709818,-0.3335231803601706,[0.90022536 0.89600138 0.9007067  ... 0.39559976 0.40323945 0.40323945],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224
1219_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.13027243779023343,0.15864869384819477,0.353765955873547,0.41962305276404355,0.1648896742427675,0.6225919262952522,[0.51978824 0.51978824 0.51978824 ... 0.76736641 0.76736641 0.76736641],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.70538468]
 [0.70538468]
 [0.70538468]]",1296
1219_x_E.co,combinatoric,MedianImputer_RobustScaler,0.15328736534589413,0.11756169961708622,0.4954543421396433,0.6092706167819539,0.20075928810325777,0.47303462887368875,[0.54519597 0.54519597 0.54519597 ... 0.70754611 0.70754611 0.70754611],"[[0.39525584]
 [0.43337528]
 [0.43337528]
 ...
 [0.40858063]
 [0.16723032]
 [0.40858063]]",1296
1219_x_S.en,combinatoric,MedianImputer_RobustScaler,0.228008115542473,0.12809447046362182,449070143994837.3,121.09303265454255,0.33493152106095003,-1.2434485605319776,[0.38566027 0.35218863 0.38566027 ... 0.40913409 0.40913409 0.42510174],"[[0.20122971]
 [0.56709756]
 [0.20122971]
 ...
 [0.56174631]
 [0.56174631]
 [0.37172853]]",1296
1219_x_S.au,combinatoric,MedianImputer_RobustScaler,0.09142906556815363,0.1662757897038558,0.15108832439614603,0.350572708916419,0.11139858106552324,0.595101952604681,[0.92066076 0.90964795 0.91233187 ... 0.3906994  0.39863381 0.39863381],"[[0.94551738]
 [0.92080653]
 [0.94551738]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",1224
1234_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.14406897308713856,0.0981072623373645,0.2807478192611101,0.24253655071943236,0.19920635908499967,-0.11907631208179215,[0.71908993 0.71908993 0.71908993 ... 0.91490839 0.91490839 0.91490839],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.38589281]
 [0.38589281]
 [0.72069034]]",1296
1234_x_E.co,combinatoric,MedianImputer_RobustScaler,0.2821581253374829,0.18132576358421176,1.4919278299356045,1.9644525065021647,0.3710225134587923,-0.6319200988152371,[0.74094918 0.74094918 0.74094918 ... 0.88054751 0.88054751 0.88054751],"[[0.37533383]
 [0.42029501]
 [0.37533383]
 ...
 [0.23941059]
 [0.23941059]
 [0.20836221]]",1296
1234_x_S.en,combinatoric,MedianImputer_RobustScaler,0.41127237343188683,0.1193842722491777,296019635449058.56,117.41265961689184,0.4914403610495211,-2.9545994808937293,[0.38832194 0.3315648  0.38832194 ... 0.8204314  0.8204314  0.8204314 ],"[[0.27277721]
 [0.51424479]
 [0.27277721]
 ...
 [0.        ]
 [0.        ]
 [0.        ]]",1296
1234_x_S.au,combinatoric,MedianImputer_RobustScaler,0.21480912803520108,0.2365955306891048,0.5947397887200528,1.0010329367007693,0.27744431295617256,-0.3636676798237206,[0.91111771 0.92009935 0.91510398 ... 0.45282372 0.44100303 0.44100303],"[[0.80384281]
 [0.90118178]
 [0.9146671 ]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",1224
1273_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.11996576746987017,0.16943078980624204,0.14094410255230094,0.16384404749465928,0.15381412108059583,0.1758471861503721,[0.55137265 0.55137265 0.55137265 ... 0.72880446 0.72880446 0.72880446],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296
1273_x_E.co,combinatoric,MedianImputer_RobustScaler,0.13369138877302184,0.11873913621028435,0.244786023345448,0.15376035122980558,0.16165030776265407,0.546352199620658,[0.58325292 0.58325292 0.58325292 ... 0.70799752 0.70799752 0.70799752],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296
1273_x_S.en,combinatoric,MedianImputer_RobustScaler,0.1509187855538349,0.21782836030171648,0.3425317284712795,0.19885648592370445,0.23191220806253723,0.21049789853063705,[0.38935378 0.38371379 0.38935378 ... 0.78826908 0.78826908 0.78826908],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296
1273_x_S.au,combinatoric,MedianImputer_RobustScaler,0.30111522363414445,0.09802838575961498,0.3354171193902011,0.1656006461685492,0.3532337225467384,-7.120278707076514,[0.94861446 0.93776293 0.94107798 ... 0.46788832 0.45119471 0.45007504],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224
1298_x_E.ce,combinatoric,MedianImputer_RobustScaler,0.1204658572544588,0.11530181469214995,0.21665517225310493,0.16998793824638408,0.1433883888755505,0.4861258439615773,[0.58778682 0.58778682 0.58778682 ... 0.58889185 0.58889185 0.58889185],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.69860234]
 [0.53338386]
 [0.72556523]]",1296
