Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
0,1167,combinatoric,KNNImputer_MinMaxScaler,0.2252117305679216,0.2930921477776848,[0.53742528 0.5328865  0.54950508 ... 0.6536271  0.65432742 0.65432742],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112
0,1202,combinatoric,KNNImputer_MinMaxScaler,0.1522120452768636,0.2053177661946543,[0.74311689 0.72831298 0.72831298 ... 0.72031578 0.7215508  0.7215508 ],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",5112
0,1218,combinatoric,KNNImputer_MinMaxScaler,0.1483424666506491,0.2185221845201718,[0.66333605 0.64960163 0.64960163 ... 0.79093525 0.78259321 0.78545248],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112
0,1219,combinatoric,KNNImputer_MinMaxScaler,0.1271319625590482,0.1927816944472801,[0.51935862 0.51935862 0.51935862 ... 0.66152862 0.6667041  0.6667041 ],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",5112
0,1234,combinatoric,KNNImputer_MinMaxScaler,0.2438467339494624,0.3528806713855114,[0.68460291 0.66874344 0.69241058 ... 0.47680492 0.46407074 0.46407074],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",5112
0,1273,combinatoric,KNNImputer_MinMaxScaler,0.1515727869738106,0.2140766948214798,[0.6607303  0.65029076 0.65029076 ... 0.6276243  0.62466446 0.62592812],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112
0,1298,combinatoric,KNNImputer_MinMaxScaler,0.1364304591196433,0.187707138380555,[0.57003703 0.56177186 0.56177186 ... 0.47484207 0.47712729 0.47712729],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112
0,1339,combinatoric,KNNImputer_MinMaxScaler,0.2144063395939736,0.2841287090477883,[0.89812832 0.89300333 0.89300333 ... 0.61403391 0.61349677 0.61349677],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",5112
0,11285,combinatoric,KNNImputer_MinMaxScaler,0.1132762198636428,0.142507606849835,[0.69854708 0.68920039 0.68920039 ... 0.72388509 0.73489049 0.73489049],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",7668
0,11457,combinatoric,KNNImputer_MinMaxScaler,0.1087667152979841,0.1473033365899537,[0.91406229 0.91112764 0.91112764 ... 0.83980581 0.82355807 0.82355807],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",8094
0,12001,combinatoric,KNNImputer_MinMaxScaler,0.1433779426333683,0.2032214890071672,[0.68422716 0.69020555 0.69020555 ... 0.90471477 0.90569636 0.90569636],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",8094
0,12048,combinatoric,KNNImputer_MinMaxScaler,0.117253835903941,0.1526395582097585,[0.77698807 0.76986418 0.76986418 ... 0.77083912 0.7710341  0.7710341 ],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668
0,12701,combinatoric,KNNImputer_MinMaxScaler,0.1623955154647738,0.2274507213003548,[0.50453433 0.50428559 0.50428559 ... 0.88842016 0.89412448 0.89412448],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",7668
0,12832,combinatoric,KNNImputer_MinMaxScaler,0.118705500218994,0.1704308380254841,[0.79809423 0.79000764 0.79090393 ... 0.88645506 0.88694677 0.88694677],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668
0,B1,combinatoric,KNNImputer_MinMaxScaler,0.104471649638564,0.1493932473909553,[0.7361243  0.73517525 0.73517525 ... 0.75120839 0.74782313 0.74782313],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",6816
0,B8,combinatoric,KNNImputer_MinMaxScaler,0.1605997675033388,0.2146765270534396,[0.63339365 0.63010698 0.63010698 ... 0.64146096 0.65208086 0.65208086],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",6816
0,B18,combinatoric,KNNImputer_MinMaxScaler,0.1444582728767279,0.2037078412330631,[0.64067177 0.63449771 0.63449771 ... 0.54202516 0.53698775 0.53698775],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",6816
