Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples
1167,combinatoric,RandomForestImputer_StandardScaler,0.2077462068931034,0.11049460902885404,0.2744400631134412,0.21186902851761516,0.2688832684741985,-0.21911732467140244,[0.60224131 0.60224131 0.62684286 ... 0.65552736 0.66197545 0.65406804],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112
1202,combinatoric,RandomForestImputer_StandardScaler,0.161740323909968,0.14093278070532914,0.5404869674901432,1.6806622145233747,0.22020149614989654,0.195683033478395,[0.67652735 0.65950018 0.639799   ... 0.77897215 0.7831936  0.74670521],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",5112
1218,combinatoric,RandomForestImputer_StandardScaler,0.14883702512041244,0.17225632951184072,0.8756769044861931,2.6166811955136806,0.22133093546639251,0.34098742915190605,[0.68890746 0.68890746 0.68890746 ... 0.68835526 0.68657656 0.68657656],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112
1219,combinatoric,RandomForestImputer_StandardScaler,0.1270519613726069,0.15566020376831174,88113834907608.86,88.40346535232156,0.1926258425935334,0.4205857677655518,[0.53470601 0.53470601 0.52834839 ... 0.65998428 0.65855224 0.65855224],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",5112
1234,combinatoric,RandomForestImputer_StandardScaler,0.2509085450042143,0.1816765496863179,91855144433119.34,108.31132059546576,0.3664658941158291,-0.6744560653705298,[0.67914889 0.67914889 0.68574806 ... 0.53139716 0.53535938 0.53535938],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",5112
1273,combinatoric,RandomForestImputer_StandardScaler,0.14294056671567457,0.13695913305439478,0.22358085355015814,0.23272218264459815,0.20652415983544636,0.19915871900718185,[0.5876655  0.61668462 0.57914115 ... 0.59896255 0.6006376  0.6006376 ],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112
1298,combinatoric,RandomForestImputer_StandardScaler,0.13323150650502782,0.13266514569029006,0.3229870937180175,0.33121521383313074,0.18159528142116554,0.37492212325516994,[0.55179466 0.55179466 0.55538143 ... 0.50612154 0.49825814 0.49825814],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112
1339,combinatoric,RandomForestImputer_StandardScaler,0.2240154115000686,0.27121314579763034,0.95039484245523,2.0596790357426924,0.2970771710363187,-0.12495594960212064,[0.91395811 0.91419614 0.92235192 ... 0.64366352 0.64089571 0.64089571],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",5112
11285,combinatoric,RandomForestImputer_StandardScaler,0.11479867205818972,0.09495349749989135,0.14971469378689067,0.2237505014171564,0.14542435504120343,0.5764296628174703,[0.6231939  0.6231939  0.62494229 ... 0.74604224 0.74947301 0.74947301],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",7668
11457,combinatoric,RandomForestImputer_StandardScaler,0.11312498712386984,0.1853846668281693,0.15129198989091017,0.6755116133163336,0.1553112239545824,0.44499078580486606,[0.92697827 0.91952482 0.92697827 ... 0.82573797 0.82905033 0.82905033],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",8094
12001,combinatoric,RandomForestImputer_StandardScaler,0.13704537112066686,0.0920575629255114,0.2157485094220887,0.7461083860968725,0.19663060810738558,0.06645772703712371,[0.67014876 0.67014876 0.69022064 ... 0.8309062  0.83193164 0.83193164],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",8094
12048,combinatoric,RandomForestImputer_StandardScaler,0.102790018791381,0.1630052237466033,0.30111745206399587,2.4675013852667282,0.13678093882862952,0.6899468357865439,[0.81920283 0.81920283 0.82317622 ... 0.71983799 0.72250398 0.72250398],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668
12701,combinatoric,RandomForestImputer_StandardScaler,0.15971194692012952,0.15508254018053344,0.468020929563055,0.6251756386936532,0.2276150023507541,0.18620783861251766,[0.53534062 0.53534062 0.53880906 ... 0.86671287 0.87101832 0.87101832],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",7668
12832,combinatoric,RandomForestImputer_StandardScaler,0.11710713051216597,0.16715745010191302,0.31386037291957763,1.0209073118107568,0.1683358187713454,0.5015731574527409,[0.78606144 0.78606144 0.78606144 ... 0.87318696 0.87439829 0.87439829],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668
B1,combinatoric,RandomForestImputer_StandardScaler,0.10199473014869725,0.13857256278360017,0.15559042136754808,0.40538206372916735,0.14188431609424246,0.5319474984075052,[0.81578083 0.81578083 0.79657155 ... 0.84358399 0.84242652 0.84242652],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",6816
B8,combinatoric,RandomForestImputer_StandardScaler,0.15509983899057375,0.09373044264146833,46117357244179.89,101.63592085268452,0.20948133487111992,0.3053826548646016,[0.63940974 0.62779993 0.63940974 ... 0.62831289 0.62754054 0.62754054],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",6816
B18,combinatoric,RandomForestImputer_StandardScaler,0.13631280364804263,0.11659383731839566,0.32931700075959286,0.4550610349598907,0.19211237540749904,0.33436843812383565,[0.64035332 0.64035332 0.63926315 ... 0.54680334 0.54861642 0.56767046],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",6816
C5,combinatoric,RandomForestImputer_StandardScaler,0.12501467399524963,0.12415372250405925,0.27934352818961555,0.45616942022626317,0.16533827655827213,0.41132999191435116,[0.65562362 0.65562362 0.62875442 ... 0.78358185 0.789944   0.7865819 ],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",6816
E.ce,combinatoric,RandomForestImputer_StandardScaler,0.10158356948325867,0.13551056093153704,0.16743489194095817,0.5857385303536158,0.14039535955784918,0.45642542603967706,[0.86495118 0.86495118 0.86495118 ... 0.37317159 0.37317159 0.37317159],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",29160
E.co,combinatoric,RandomForestImputer_StandardScaler,0.17594159978111784,0.25143856802056785,0.49327498471614245,1.413725293259383,0.2370752230532165,0.3102755677000364,[0.89563008 0.89563008 0.89563008 ... 0.36347274 0.36268016 0.36089831],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",29160
S.en,combinatoric,RandomForestImputer_StandardScaler,0.19258078310867627,0.1595733235569277,39634305653274.82,83.43632151513785,0.25119416103396774,0.06041161397559558,[0.67393188 0.44299002 0.66820073 ... 0.15347026 0.15108533 0.1702929 ],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",29160
S.au,combinatoric,RandomForestImputer_StandardScaler,0.126707715769409,0.1960122265091414,0.18136554932037954,0.512559206652117,0.17164448791109974,0.2948971848394979,[0.97115927 0.9596605  0.9697583  ... 0.42987204 0.46477542 0.46477542],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",27540
1167_x_E.ce,combinatoric,RandomForestImputer_StandardScaler,0.1571277810235252,0.09195622879363533,0.20005306098988687,0.11502138400556876,0.19950006219053762,-0.5507915307520543,[0.6818958  0.6818958  0.6818958  ... 0.66423067 0.65222969 0.65325907],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.93997339]
 [0.93346047]
 [0.93346047]]",1296
1167_x_E.co,combinatoric,RandomForestImputer_StandardScaler,0.23964312449854747,0.038229957154691845,0.4440725031658316,0.3412221079891921,0.292403156764446,0.10264149269600498,[0.63584319 0.64802556 0.63584319 ... 0.63714609 0.64885511 0.63877036],"[[0.29228146]
 [0.29614315]
 [0.29228146]
 ...
 [0.99785545]
 [0.98518001]
 [0.98871093]]",1296
1167_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.24493845292598163,0.09105110182196795,0.3043223342100323,0.28913997847737466,0.32365007755067854,-0.7790986244301747,[0.68926003 0.42272872 0.67907161 ... 0.44839906 0.42091625 0.52895375],"[[0.72965397]
 [0.53297676]
 [0.72965397]
 ...
 [0.99904466]
 [0.99774927]
 [1.        ]]",1296
1167_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.17420028647694677,0.21978343524482644,0.24376916698602238,0.4909440665764193,0.21854079163873727,0.011275924275002236,[0.97511012 0.99106788 0.97555452 ... 0.57871044 0.59514466 0.59514466],"[[0.93482886]
 [0.83673575]
 [0.6058648 ]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",1224
1202_x_E.ce,combinatoric,RandomForestImputer_StandardScaler,0.14701093360316472,0.15388152175229414,0.5209520032470756,1.0415947471255786,0.21771363457036538,0.06430562804728468,[0.68302734 0.68302734 0.72207801 ... 0.72801881 0.72267339 0.72801881],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.62507124]
 [0.62507124]
 [0.71542897]]",1296
1202_x_E.co,combinatoric,RandomForestImputer_StandardScaler,0.19674781227241736,0.11488761612346017,0.4329923523586944,0.3268612112763609,0.23177464648126578,-0.46563874818089523,[0.73243114 0.73942486 0.73243114 ... 0.70893866 0.71110918 0.70713805],"[[0.43239395]
 [0.43239395]
 [0.43239395]
 ...
 [0.39794357]
 [0.48052866]
 [0.38356225]]",1296
1202_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.32224163691996016,0.1556579339175615,1.5306914965407896,2.7909267054264486,0.38020600988304615,-2.436812166865978,[0.65711398 0.39779785 0.65711398 ... 0.67436228 0.63938727 0.7127669 ],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296
1202_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.17085133440056052,0.15203682617802716,0.23437956266013707,0.2851583558786395,0.2044016915438097,-0.4588075150533024,[0.93441238 0.93640405 0.94094434 ... 0.70514929 0.70156687 0.69937444],"[[0.64477475]
 [0.64477475]
 [0.83061693]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",1224
1218_x_E.ce,combinatoric,RandomForestImputer_StandardScaler,0.10827683815545747,0.09804455595789309,0.19168984393680621,0.21972568389169594,0.14521932506698856,0.17258779954122394,[0.71478065 0.71478065 0.71478065 ... 0.57652425 0.55934794 0.57652425],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296
1218_x_E.co,combinatoric,RandomForestImputer_StandardScaler,0.2668746266843805,0.11478366245996835,1.375023777966402,2.0119427496820044,0.33770792431733815,-0.11497421214048065,[0.67040636 0.67040636 0.68919147 ... 0.65506562 0.65604297 0.65604297],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296
1218_x_S.en,combinatoric,RandomForestImputer_StandardScaler,0.26223121164033253,0.18034592095484803,2.187168427281586,3.7358396096109265,0.3165820104398773,-0.3785266970443337,[0.62378294 0.38870659 0.61748931 ... 0.3472541  0.33792601 0.43733086],"[[0.26105455]
 [0.39324875]
 [0.05213942]
 ...
 [0.43190293]
 [0.07405875]
 [0.07405875]]",1296
1218_x_S.au,combinatoric,RandomForestImputer_StandardScaler,0.10167077059435507,0.1478279687723073,0.1577385167036229,0.28049667854874977,0.1372085730897995,0.153065050677207,[0.94100648 0.94209428 0.94339685 ... 0.58775979 0.5932414  0.5932414 ],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224
