Evaluation,Method,Model,MAE,std_abs_err,MAPE,std_relative_abs_err,RMSE,R2,Y_hat,Y_true,n_samples
1273_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.2233532323305029,0.06941109150457458,0.2538579471710023,0.12497706094775689,0.28389072822214617,-4.245042805706849,[0.89570774 0.88460968 0.89427755 ... 0.67187052 0.67378489 0.67378489],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224
1298_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.1274929602066807,0.10615149146844467,0.22352814356822975,0.18148190612168863,0.15682811209200667,0.38528100188343417,[0.60931465 0.580318   0.580318   ... 0.61235924 0.61663215 0.61235924],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.69860234]
 [0.53338386]
 [0.72556523]]",1296
1298_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.1953058814595481,0.12361908660778632,0.531058581408758,0.30770439301445074,0.25708610127053155,0.1883469069596989,[0.55660769 0.55660769 0.55660769 ... 0.57031881 0.56948754 0.56948754],"[[0.51022149]
 [0.38337098]
 [0.51022149]
 ...
 [0.336191  ]
 [0.28267304]
 [0.336191  ]]",1296
1298_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.19548624603276246,0.11713286631628432,0.5131946563971577,0.5621471499154151,0.237606742250783,-0.7637945694343067,[0.59935962 0.34506441 0.5993331  ... 0.37767838 0.37798828 0.42582867],"[[0.31917066]
 [0.31917066]
 [0.52796393]
 ...
 [0.21471827]
 [0.21471827]
 [0.29892466]]",1296
1298_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.1280249573452851,0.19777504825982162,0.24402752213845488,0.4631811212926011,0.1675004771240304,0.2827193772155696,[0.98213904 0.9891074  0.9809874  ... 0.47366751 0.49052913 0.49052913],"[[0.75748653]
 [0.75748653]
 [0.75748653]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",1224
1339_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.20893243870740744,0.28326106995258704,0.840033156270059,1.5083860671436973,0.2907658622437421,0.003101793470248415,[0.91665125 0.84178595 0.84178595 ... 0.59068806 0.59243231 0.59068806],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",1296
1339_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.29747358430735227,0.2829724697760963,1.6613099816561105,2.438821223888294,0.37056484979806004,-0.4256704892822003,[0.87390604 0.87390604 0.87390604 ... 0.68196391 0.68306398 0.67964546],"[[0.31664838]
 [0.31664838]
 [0.39582572]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",1296
1339_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.1586101370932654,0.14244778135224614,0.7701727927160301,1.6572833261655067,0.21662999372827682,0.31656980003171076,[0.64095687 0.37322282 0.64339947 ... 0.37355032 0.37436351 0.39026394],"[[0.49677968]
 [0.49677968]
 [0.34892035]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",1296
1339_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.2313875266557485,0.24177877558789215,0.6268964154502767,0.8308879954199282,0.2903203830576811,-0.4418454411749999,[0.96778004 0.95895978 0.96928907 ... 0.4987348  0.52770429 0.52770429],"[[0.91374737]
 [0.94219027]
 [0.65657944]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",1224
11285_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.1271409319042191,0.04876813906393144,0.1327059257550669,0.041909618991938735,0.167882993026742,-10.85061909062846,[0.70072341 0.61630471 0.61630471 ... 0.80915525 0.81047533 0.80915525],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.94066202]
 [0.94066202]
 [0.96621555]]",1944
11285_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.18325340728127618,0.1970818574779229,0.39441972464684255,0.5825762548337388,0.25397295343692405,-0.1563528015215836,[0.83871735 0.84145059 0.84269686 ... 0.89441468 0.8959771  0.88898041],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.81702822]
 [0.86183369]
 [0.81702822]]",1944
11285_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.18262254453875612,0.09681457283062504,0.34636276596408294,0.32692714627032377,0.21578078545615087,-0.07284155720845975,[0.58841471 0.40467883 0.5935605  ... 0.78061921 0.77734888 0.80151485],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.70396517]
 [0.70396517]
 [0.81070028]]",1944
11285_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.17688298304046818,0.02130217425492034,0.1800839769115794,0.026285539584368293,0.22509757749306902,-21.902881845893084,[0.94685272 0.94463396 0.94599615 ... 0.79473828 0.74837514 0.74837514],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",1836
11457_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.08226435388549287,0.03559250977035579,0.09391449764766772,0.04599522651275637,0.11356993097189842,-1.9111705599122408,[0.89947635 0.84991667 0.84991667 ... 0.87894896 0.88264839 0.87894896],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.92483339]
 [0.85893472]
 [0.90024691]]",2052
11457_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.18691089877592473,0.24360645730890312,0.3389201507654908,0.618887525307174,0.24445160178022332,0.05919230796667352,[0.95695524 0.95695524 0.95695524 ... 0.85237088 0.85730779 0.85246154],"[[0.37587003]
 [0.48232297]
 [0.37587003]
 ...
 [0.8603028 ]
 [0.8603028 ]
 [0.95518657]]",2052
11457_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.18019648566947097,0.13294149135615504,0.35077590414679616,0.667847112872822,0.20847933994330908,0.23689005734516488,[0.67274903 0.39006723 0.67274903 ... 0.81004323 0.81039424 0.85167736],"[[0.20988306]
 [0.20988306]
 [0.20988306]
 ...
 [0.88924878]
 [0.87072956]
 [0.88924878]]",2052
11457_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.1560216899621736,0.020267767011945662,0.15931419695464738,0.021878912388880685,0.21125771787443723,-35.8043143881282,[0.95466973 0.93701711 0.95603645 ... 0.77466565 0.75071583 0.75071583],"[[0.98772021]
 [0.94660322]
 [0.98772021]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",1938
12001_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.15433393223846484,0.0722686880368305,0.17836814946550014,0.06192269505333477,0.21610646754890617,-7.942010751219904,[0.63860694 0.4874021  0.4874021  ... 0.93877645 0.93548359 0.93877645],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.9234756 ]
 [0.9234756 ]
 [0.89939665]]",2052
12001_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.2144899656949185,0.08982596762551495,0.3199900781331456,0.06157817758187827,0.27153458331519975,-0.22666837678722085,[0.60264073 0.60264073 0.60264073 ... 0.87564641 0.87438617 0.87262209],"[[0.48296558]
 [0.40737366]
 [0.40737366]
 ...
 [0.91659296]
 [0.93965865]
 [0.93965865]]",2052
12001_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.2370881119744831,0.11815764904594489,0.5854886998717752,1.1640443828333407,0.29065384162688446,-0.38247495324523006,[0.58218448 0.36372148 0.58218448 ... 0.75714027 0.75824739 0.80578052],"[[0.11595643]
 [0.42955449]
 [0.11595643]
 ...
 [0.91417669]
 [0.91417669]
 [0.77917198]]",2052
12001_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.16084622886023417,0.05040882470452171,0.1830512209580637,0.06494847833160321,0.21451279494132205,-17.108949564390247,[0.9499749  0.93164809 0.9522621  ... 0.82522924 0.77672797 0.77672797],"[[0.92651453]
 [0.92651453]
 [0.78825672]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",1938
12048_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.13056192601135708,0.040922707337889906,0.1387924632747031,0.03631361989251314,0.1702676585744383,-5.094779365399851,[0.808121   0.76282967 0.76282967 ... 0.70750044 0.70750044 0.70750044],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.75189398]
 [0.90756892]
 [0.90756892]]",1944
12048_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.16798620563063826,0.1487795072600583,0.3448488536809953,0.4629316576783372,0.23505024728866894,0.12274148818243602,[0.79449505 0.79449505 0.79449505 ... 0.74737154 0.74593536 0.74243014],"[[0.38193534]
 [0.38193534]
 [0.38193534]
 ...
 [0.83077776]
 [0.83077776]
 [0.88097163]]",1944
12048_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.2008566283404969,0.1537037830512578,1.160527615761854,3.408034020783371,0.2324520456202983,0.30473407090428717,[0.62413533 0.3733403  0.6104248  ... 0.61241393 0.61333902 0.67804997],"[[0.05203706]
 [0.35335252]
 [0.30769525]
 ...
 [0.89975877]
 [0.89975877]
 [0.86838695]]",1944
12048_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.17871280874844817,0.017253946693465784,0.18081070519329154,0.01881467267037053,0.22848684288334115,-35.85105263483835,[0.94684529 0.92775305 0.94692917 ... 0.75885629 0.71066065 0.71066065],"[[0.97039675]
 [0.97761851]
 [0.87807663]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",1836
12701_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.1259795743139515,0.13112900412515724,0.15562285780926044,0.12172654024462044,0.15789456856544598,-0.4498960142579558,[0.60215819 0.55848277 0.55848277 ... 0.88987231 0.88963107 0.88987231],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.88223754]
 [0.77827844]
 [0.88223754]]",1944
12701_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.2996784244038277,0.11870366965690997,1.380457702068185,1.140913158800009,0.3841849119551638,-0.3197321678974725,[0.57886533 0.57886533 0.57886533 ... 0.88217034 0.88217034 0.88217034],"[[0.45942264]
 [0.41486875]
 [0.45942264]
 ...
 [0.13633384]
 [0.2366919 ]
 [0.2366919 ]]",1944
12701_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.19767020554133363,0.0736845320679938,0.3929045765912171,0.17316213576839157,0.24591404442021084,-1.4013921412568697,[0.57990239 0.32578236 0.57990239 ... 0.84459307 0.84483367 0.89034003],"[[0.49806811]
 [0.6086484 ]
 [0.6086484 ]
 ...
 [0.70306232]
 [0.70306232]
 [0.70306232]]",1944
12701_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.14895915219439188,0.17533957534166894,0.2879894329961989,0.3951687221395585,0.20313457842083965,-0.09759587935112313,[0.91545199 0.90264902 0.91537066 ... 0.80893931 0.75910929 0.75910929],"[[0.83122257]
 [0.9301025 ]
 [0.95467772]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",1836
12832_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.12158566726547865,0.0533348392267188,0.16332588790907163,0.09984893540005686,0.15016957953276192,-0.13765573366191886,[0.8291724  0.71494169 0.71494169 ... 0.95457681 0.96329379 0.95457681],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.90344707]
 [0.72909638]
 [0.90344707]]",1944
12832_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.16451458237005256,0.17471487645876663,0.3270005568697901,0.47204748323559304,0.23365931314725596,-0.2278501624502105,[0.83133731 0.83133731 0.83299553 ... 0.90631856 0.90765411 0.90568351],"[[0.48896226]
 [0.36435971]
 [0.36435971]
 ...
 [0.88532199]
 [0.88532199]
 [0.88532199]]",1944
12832_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.309751327194039,0.14559951373082766,1.3107949088330948,1.2573529098927807,0.39591607577538807,-0.8550004010141237,[0.63900876 0.38386646 0.63420489 ... 0.86957335 0.8713958  0.90787643],"[[0.28210822]
 [0.4720613 ]
 [0.4720613 ]
 ...
 [0.92665552]
 [0.74858424]
 [0.74858424]]",1944
12832_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.1102474154328081,0.08686091511523131,0.13928232086683268,0.13012222668592052,0.14862922643392962,-1.6814772532629982,[0.95666491 0.95399944 0.95682881 ... 0.86129803 0.82473056 0.82473056],"[[0.93240842]
 [0.93240842]
 [0.96880127]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",1836
B1_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.115426577721321,0.07831391096149701,0.18849233573903362,0.20722061507290546,0.1613773709942846,0.13478560376859294,[0.77128793 0.68537576 0.68537576 ... 0.77231369 0.78443883 0.77231369],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.87453569]
 [0.91341457]
 [0.91341457]]",1728
B1_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.19145604644374176,0.16937500011469575,0.38832447304843815,0.4585941344606167,0.26106787299433803,-0.5261869687242975,[0.81219141 0.81219141 0.81219141 ... 0.79531307 0.79640936 0.79463483],"[[0.40097912]
 [0.39834738]
 [0.39617026]
 ...
 [0.76610499]
 [0.76610499]
 [0.76946686]]",1728
B1_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.235181936605187,0.0874399894347557,0.432518628386397,0.2786452443031131,0.28221055171415454,-0.49253406782393117,[0.64579074 0.4136906  0.64579074 ... 0.68581717 0.68548575 0.744805  ],"[[0.36505974]
 [0.36505974]
 [0.31869931]
 ...
 [0.92409418]
 [0.92409418]
 [0.92409418]]",1728
B1_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.12776396281150404,0.1187481505063082,0.1688970094989741,0.181851439341873,0.16558997863763683,-0.75900287849231,[0.95010528 0.94026054 0.95043651 ... 0.85091365 0.79498014 0.79498014],"[[0.96636701]
 [0.73315454]
 [0.94713401]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",1632
B8_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.1973646318763563,0.041201436087889134,0.2093404872621899,0.03297807572371406,0.23061566117761,-30.329458353086494,[0.69208196 0.63349711 0.63349711 ... 0.69151505 0.69155099 0.69151505],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.87437664]
 [0.89666384]
 [0.89666384]]",1728
B8_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.1560753742800776,0.029180435335336756,0.2731349096932207,0.22375096691058988,0.19589647752017744,0.37254174291722264,[0.67398308 0.67398308 0.67398308 ... 0.74080312 0.7443226  0.73708307],"[[0.40134686]
 [0.39904629]
 [0.40134686]
 ...
 [0.88777914]
 [0.88777914]
 [0.89888459]]",1728
B8_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.2613527944881592,0.14753011106450906,204967580759616.44,179.9498340842534,0.3127832908303823,-0.42169882822546745,[0.59378514 0.39163842 0.58945845 ... 0.69141741 0.69321891 0.72081632],"[[0.40655816]
 [0.37063027]
 [0.40655816]
 ...
 [0.89745489]
 [0.81122728]
 [0.81122728]]",1728
B8_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.2297149212368927,0.012716028246518758,0.23198718273388932,0.014162659209865189,0.28377669260753474,-37.642124230030554,[0.9251619  0.91497082 0.92519527 ... 0.62426168 0.61636868 0.61636868],"[[0.96152962]
 [0.84691344]
 [0.97948001]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",1632
B18_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.09718954122009954,0.12695282767967617,0.1312181607175304,0.1293234007132802,0.12719312766192278,0.1318247168835357,[0.6469241  0.56049478 0.56049478 ... 0.60890444 0.60890444 0.60890444],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.91126658]
 [0.66194838]
 [0.80723995]]",1728
B18_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.28072630509561,0.058118389783204,0.8394724393879044,0.3869928684103275,0.34616329629237363,-0.47911715056099746,[0.60649458 0.60649458 0.60607479 ... 0.6684341  0.66818323 0.66818323],"[[0.37835684]
 [0.42659821]
 [0.34547948]
 ...
 [0.31875414]
 [0.25509998]
 [0.31875414]]",1728
B18_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.18937349685026283,0.15443632785057992,0.4847185056541636,0.6935069466718918,0.2282287557660336,-0.7217114293338458,[0.68179144 0.33707195 0.68179144 ... 0.27953988 0.28018649 0.32971548],"[[0.41617595]
 [0.4818378 ]
 [0.25336463]
 ...
 [0.50682367]
 [0.22560538]
 [0.22560538]]",1728
B18_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.15918576679418073,0.1757716844538648,0.30904570820020955,0.38806422189341483,0.19989101094438594,-0.08912462314894287,[0.91417451 0.90156535 0.90775589 ... 0.66329663 0.67296996 0.67296996],"[[0.94505321]
 [0.94505321]
 [0.94505321]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",1632
C5_x_E.ce,combinatoric,KNNImputer_MaxAbsScaler,0.11276021979873672,0.1482799915336902,0.1698159734500433,0.1432780922162548,0.13822696595253228,0.21567121051034954,[0.54421291 0.47029035 0.47029035 ... 0.67470296 0.67478037 0.67470296],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.55905769]
 [0.55905769]
 [0.55905769]]",1728
C5_x_E.co,combinatoric,KNNImputer_MaxAbsScaler,0.2412264602176456,0.10153532981970181,0.682177342825972,0.44900163458419823,0.29840789016312236,-0.25492133923094995,[0.59992221 0.59992221 0.59992221 ... 0.80966577 0.81115838 0.80437648],"[[0.62896479]
 [0.37594786]
 [0.41602359]
 ...
 [0.27393508]
 [0.40317314]
 [0.40317314]]",1728
C5_x_S.en,combinatoric,KNNImputer_MaxAbsScaler,0.19876744644927788,0.1007345419054152,0.4437975305986235,0.4779450657273437,0.23710188046904385,-1.3804757608581588,[0.59550128 0.27829621 0.59550128 ... 0.43637509 0.44144598 0.42506788],"[[0.32949037]
 [0.32949037]
 [0.49960014]
 ...
 [0.23039224]
 [0.53639065]
 [0.45761743]]",1728
C5_x_S.au,combinatoric,KNNImputer_MaxAbsScaler,0.10166610040332409,0.1545485919453627,0.16861514630668942,0.3429353386566118,0.13963914831196858,0.2860014091514963,[0.94380667 0.93001004 0.94445229 ... 0.77644824 0.74691639 0.74691639],"[[0.92403973]
 [0.98145982]
 [0.98145982]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",1632
