Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
0,1167,combinatoric,RandomForestImputer_MaxAbsScaler,0.22438278414124,0.2909371201271433,[0.55680593 0.55809718 0.55680593 ... 0.65233414 0.66460707 0.66460707],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112
0,1202,combinatoric,RandomForestImputer_MaxAbsScaler,0.1553072682989802,0.2117213492691808,[0.7250192  0.7250192  0.7250192  ... 0.78942013 0.79183887 0.79183887],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",5112
0,1218,combinatoric,RandomForestImputer_MaxAbsScaler,0.1390829825884761,0.2040209152095723,[0.62224735 0.62330375 0.62198926 ... 0.69103669 0.6982362  0.6982362 ],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112
0,1219,combinatoric,RandomForestImputer_MaxAbsScaler,0.1240125976234902,0.1904313186999416,[0.51891638 0.51891638 0.51891638 ... 0.667341   0.67141117 0.67141117],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",5112
0,1234,combinatoric,RandomForestImputer_MaxAbsScaler,0.2377468109264056,0.3475390269507692,[0.65875385 0.6560542  0.65875385 ... 0.53369439 0.52980313 0.52980313],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",5112
0,1273,combinatoric,RandomForestImputer_MaxAbsScaler,0.1392246464862817,0.2072023170216937,[0.67017941 0.64561141 0.68380852 ... 0.59780552 0.59929191 0.59929191],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112
0,1298,combinatoric,RandomForestImputer_MaxAbsScaler,0.1288972072754851,0.1753532713045071,[0.54679019 0.54679019 0.54679019 ... 0.48321186 0.48364477 0.48364477],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112
0,1339,combinatoric,RandomForestImputer_MaxAbsScaler,0.2153947650713069,0.2878482002353374,[0.90120276 0.90120276 0.90512677 ... 0.56500882 0.56395853 0.56395853],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",5112
0,11285,combinatoric,RandomForestImputer_MaxAbsScaler,0.106388897443202,0.132517302201008,[0.67682993 0.67682993 0.67682993 ... 0.84071857 0.83490241 0.83490241],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",7668
0,11457,combinatoric,RandomForestImputer_MaxAbsScaler,0.1164346687500779,0.155385427562666,[0.87734571 0.87538813 0.87734571 ... 0.8198914  0.81877107 0.81877107],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",8094
