,Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
0,0,1167,avg,LGBMRegressor,0.2600314021501851,0.3348255934517651,"[0.55440513 0.70708687 0.48766205 0.49232703 0.43140178 0.36434217
 0.41750607 0.49195067 0.27470107 0.8565089  0.94930304 0.81892325
 0.9905491  0.95601385 0.79031723 0.64185158 0.77105606 0.63238244
 0.95683179 0.88370244 0.83490709 0.63355006 0.63358958 0.43673935
 0.70832204 0.74265189 0.42387039 0.27686442 0.67574958 0.26083021
 0.33757945 0.40159631 0.23993202 0.67542382 0.73922996 0.46452296]","[[0.47114438]
 [0.72831622]
 [0.71985186]
 [0.72965397]
 [0.32654449]
 [0.53297676]
 [0.29228146]
 [0.35879772]
 [0.29614315]
 [0.6058648 ]
 [0.83673575]
 [0.93482886]
 [0.97322836]
 [0.96522473]
 [0.95250939]
 [0.96531609]
 [0.98482293]
 [0.96360615]
 [0.88067913]
 [0.96778521]
 [0.98564011]
 [0.93759242]
 [0.96617954]
 [0.9595651 ]
 [0.93997339]
 [0.93346047]
 [0.89254929]
 [1.        ]
 [0.99904466]
 [0.99774927]
 [0.98518001]
 [0.99785545]
 [0.98871093]
 [0.45989622]
 [0.43331883]
 [0.50304679]]",36
1,0,1202,avg,LGBMRegressor,0.1693995402583828,0.2130565027341419,"[0.60828028 0.77099507 0.50192007 0.44592661 0.38549353 0.45906731
 0.41778718 0.49244283 0.3784008  0.90112155 0.92917996 0.98174125
 0.98986356 0.99288686 0.95220807 0.68588871 0.7677976  0.6851054
 0.985302   0.90521062 0.93061402 0.684424   0.61039589 0.43959655
 0.76721137 0.77069352 0.41805663 0.57773956 0.60325769 0.40284298
 0.58675264 0.38705899 0.34671438 0.787852   0.64188181 0.51246948]","[[0.14906355]
 [0.59650097]
 [0.6126219 ]
 [0.30539326]
 [0.06283783]
 [0.36968642]
 [0.43239395]
 [0.41168073]
 [0.41671517]
 [0.64477475]
 [0.87751438]
 [0.83061693]
 [0.97139705]
 [0.93711641]
 [0.83269947]
 [0.35175302]
 [0.31921994]
 [0.67310099]
 [0.76240106]
 [0.79691918]
 [0.88185945]
 [0.96732285]
 [0.89301463]
 [0.96945338]
 [0.62507124]
 [0.71542897]
 [0.65347818]
 [0.34203753]
 [0.77984246]
 [0.24694186]
 [0.38356225]
 [0.39794357]
 [0.48052866]
 [0.56819652]
 [0.52831934]
 [0.57514431]]",36
2,0,1218,avg,LGBMRegressor,0.1593694025097007,0.2152957472064089,"[0.36712406 0.72779561 0.69235165 0.54403637 0.31591579 0.56403022
 0.45397603 0.57728939 0.47181982 0.78524351 0.95759661 0.96857461
 0.95790359 0.96057382 0.9285834  0.73027564 0.62973041 0.81479275
 0.9797336  0.93756781 0.9757512  0.60318354 0.74710632 0.85664575
 0.69131535 0.76991118 0.85343628 0.5317452  0.80812605 0.72295321
 0.53996533 0.65140527 0.6540571  0.45367935 0.72858711 0.70337004]","[[0.40903003]
 [0.62575839]
 [0.71403127]
 [0.39324875]
 [0.05213942]
 [0.26105455]
 [0.39638506]
 [0.4015846 ]
 [0.31444566]
 [0.9439279 ]
 [0.8609094 ]
 [0.94207013]
 [0.85525179]
 [0.92696188]
 [0.86337731]
 [0.60714991]
 [0.78177199]
 [0.82261721]
 [0.95214641]
 [0.95696108]
 [0.96341331]
 [0.6496102 ]
 [0.5107936 ]
 [0.72456473]
 [0.67607412]
 [0.70814178]
 [0.49685288]
 [0.07405875]
 [0.43190293]
 [0.20643897]
 [0.08443895]
 [0.21605889]
 [0.4988302 ]
 [0.68774913]
 [0.74007091]
 [0.55605146]]",36
3,0,1219,avg,LGBMRegressor,0.1089387568466392,0.1679789413445526,"[0.45203702 0.41512395 0.49913326 0.49705098 0.33505652 0.38227394
 0.40427976 0.33785786 0.33626121 0.74039509 0.7994219  0.91509107
 0.8793985  0.86297783 0.85964622 0.790263   0.64616108 0.71029087
 0.88498496 0.77019797 0.91319224 0.5869529  0.48280219 0.4566589
 0.65351192 0.55002567 0.43950239 0.40665267 0.37460427 0.25825833
 0.40776396 0.3798359  0.27581888 0.46399038 0.41023645 0.51493723]","[[0.21703461]
 [0.26919282]
 [0.56188405]
 [0.56709756]
 [0.20122971]
 [0.51169929]
 [0.39029043]
 [0.43337528]
 [0.39525584]
 [0.82388459]
 [0.92080653]
 [0.94551738]
 [0.96712736]
 [0.99043175]
 [0.88401723]
 [0.        ]
 [0.77550664]
 [0.66544829]
 [0.85544417]
 [0.88295712]
 [1.        ]
 [0.54611342]
 [0.57300695]
 [0.53752532]
 [0.62221352]
 [0.70538468]
 [0.50094389]
 [0.37172853]
 [0.56174631]
 [0.41365941]
 [0.40858063]
 [0.16723032]
 [0.32851711]
 [0.57982691]
 [0.43863302]
 [0.57500456]]",36
4,0,1234,avg,LGBMRegressor,0.2655309507424597,0.3851999056735409,"[0.65439132 0.71890653 0.68607645 0.44866022 0.28573894 0.43995305
 0.40277842 0.46354989 0.39682124 0.77125033 0.9268992  0.95577359
 0.94981717 0.94847365 0.87325564 0.7353128  0.81632782 0.77223349
 0.89007548 0.90053711 0.96762473 0.8973759  0.92427666 0.95877364
 0.93679415 0.96022102 0.87529351 0.77971069 0.97091904 0.75937659
 0.83506145 0.77389418 0.79685144 0.77758286 0.73734411 0.76235256]","[[0.69992615]
 [0.58704173]
 [0.56621503]
 [0.51424479]
 [0.27277721]
 [0.58591224]
 [0.42029501]
 [0.4744252 ]
 [0.37533383]
 [0.80384281]
 [0.9146671 ]
 [0.90118178]
 [0.92970417]
 [0.95392983]
 [0.85809623]
 [0.0469013 ]
 [0.71413153]
 [0.36338832]
 [0.91124271]
 [0.87686392]
 [0.83301408]
 [0.22708617]
 [0.4403976 ]
 [0.28762385]
 [0.72069034]
 [0.38589281]
 [0.50306656]
 [0.        ]
 [0.20943641]
 [0.02536471]
 [0.09819906]
 [0.23941059]
 [0.20836221]
 [0.63245741]
 [0.72096599]
 [0.57845471]]",36
5,0,1273,avg,LGBMRegressor,0.1619695312826835,0.2090448430790031,"[0.4500282  0.66942557 0.66979694 0.33194059 0.3171911  0.61351655
 0.25369345 0.42988405 0.43051761 0.7057215  0.95080254 0.92909592
 0.89644797 1.01645457 0.92055897 0.47321375 0.79190279 0.77318848
 0.77465459 0.9364667  0.92373258 0.4048321  0.80773415 0.69208329
 0.56494029 0.89028633 0.70713809 0.2005357  0.8323651  0.65007004
 0.19848164 0.63048407 0.56978393 0.52679208 0.57742216 0.63171631]","[[0.62997734]
 [0.58704173]
 [0.58027284]
 [0.50859862]
 [0.45565884]
 [0.44532886]
 [0.38605619]
 [0.44415041]
 [0.36530147]
 [0.60095033]
 [0.97760203]
 [0.93156845]
 [0.97190281]
 [0.97763469]
 [0.97715437]
 [0.82428567]
 [0.89054612]
 [0.91884961]
 [0.95346336]
 [0.95998677]
 [0.9610678 ]
 [0.9990586 ]
 [0.99149912]
 [0.9296209 ]
 [0.91438627]
 [0.97210151]
 [0.88825073]
 [0.23763899]
 [0.98775245]
 [0.94403186]
 [0.48171196]
 [0.62563646]
 [0.76102029]
 [0.78625055]
 [1.        ]
 [0.99994395]]",36
6,0,1298,avg,LGBMRegressor,0.0913081759542277,0.1096028097541332,"[0.44413269 0.54613989 0.60800965 0.4609979  0.25180347 0.46357874
 0.40768011 0.32076827 0.3719602  0.77153336 0.88887393 0.91376441
 0.88761115 0.92165809 0.87558361 0.61967705 0.59050176 0.75020767
 0.85235267 0.76923625 0.92506172 0.6204958  0.64608783 0.58029905
 0.6360015  0.67196797 0.5524245  0.47970768 0.51611484 0.40084649
 0.41614343 0.36784472 0.36228486 0.54547227 0.54274041 0.60629852]","[[0.36149194]
 [0.43979194]
 [0.56834823]
 [0.52796393]
 [0.44945517]
 [0.31917066]
 [0.45063245]
 [0.51022149]
 [0.38337098]
 [0.75748653]
 [0.94142062]
 [0.95147254]
 [0.93909039]
 [0.97894941]
 [0.78161174]
 [0.75863108]
 [0.70394953]
 [0.60870082]
 [0.96517574]
 [0.93389062]
 [0.97289124]
 [0.43378687]
 [0.53524136]
 [0.55074771]
 [0.72556523]
 [0.69860234]
 [0.53338386]
 [0.21471827]
 [0.52124703]
 [0.29892466]
 [0.28267304]
 [0.336191  ]
 [0.26568292]
 [0.50181116]
 [0.43881792]
 [0.4706547 ]]",36
7,0,1339,avg,LGBMRegressor,0.1735734708747808,0.2235369818442626,"[0.40421722 0.54851491 0.63254668 0.4276223  0.36283418 0.48215399
 0.3402147  0.43930743 0.36797263 0.80685252 0.93488542 0.90900688
 0.9524932  0.98332149 0.91825277 0.57555973 0.73343451 0.72699592
 0.88158963 0.94070964 0.9630039  0.62650804 0.64921344 0.62071067
 0.69797747 0.74911591 0.67906141 0.46283106 0.60667878 0.52224172
 0.41493153 0.50641466 0.43412379 0.50891739 0.53082127 0.58778198]","[[0.1677766 ]
 [0.58048175]
 [0.58666233]
 [0.49677968]
 [0.34892035]
 [0.44762699]
 [0.31219077]
 [0.39582572]
 [0.31664838]
 [0.65657944]
 [0.94219027]
 [0.91374737]
 [0.94696319]
 [0.89135846]
 [0.8717736 ]
 [0.85308362]
 [0.71339994]
 [0.91840272]
 [0.95716304]
 [0.84305212]
 [0.7848518 ]
 [0.28733152]
 [0.4173702 ]
 [0.35333821]
 [0.31007574]
 [0.26073352]
 [0.22604631]
 [0.20434278]
 [0.4114521 ]
 [0.09991753]
 [0.11831266]
 [0.11560503]
 [0.17233788]
 [0.37047272]
 [0.29696552]
 [0.40574128]]",36
8,0,11285,avg,LGBMRegressor,0.1161875690749969,0.1433071473105483,"[0.62450021 0.84189413 0.78724814 0.38431661 0.25032333 0.48744027
 0.33484991 0.50645681 0.44290508 0.73643382 1.00367978 0.91944959
 0.89206399 1.01966162 0.87423849 0.46895338 0.75570946 0.61659292
 0.80066485 0.95220045 0.89615362 0.80350293 0.90409542 0.84411099
 0.8950764  0.95948255 0.83064753 0.55965441 0.89703909 0.64569818
 0.61859131 0.73362797 0.67289421 0.70949414 0.83383799 0.80116208]","[[0.91348945]
 [0.98451715]
 [0.99262437]
 [0.29211455]
 [0.30351804]
 [0.50266117]
 [0.32310936]
 [0.39512069]
 [0.40226433]
 [0.84723405]
 [0.97927416]
 [0.9706893 ]
 [0.96451624]
 [0.9705113 ]
 [0.97664467]
 [0.78988673]
 [0.70806332]
 [0.54729751]
 [0.87466035]
 [0.74207174]
 [0.98245203]
 [0.99497187]
 [0.99777463]
 [0.97409977]
 [0.96621555]
 [0.94066202]
 [0.82287077]
 [0.70396517]
 [0.91296726]
 [0.81070028]
 [0.86056908]
 [0.81702822]
 [0.86183369]
 [0.99968798]
 [0.99975936]
 [0.99529203]]",36
9,0,11457,avg,LGBMRegressor,0.0863063897139372,0.1132433104934827,"[0.76146185 0.87699337 0.87592327 0.37837693 0.23228166 0.48065893
 0.38204787 0.47168625 0.46740962 0.87094398 0.99023753 0.96420298
 0.97688077 1.00128716 0.89851252 0.64095708 0.68471572 0.58425582
 0.94232257 0.89894586 0.92344365 0.7362677  0.96232941 0.98289907
 0.80714569 0.99222639 0.94829842 0.59724957 0.88782354 0.81617832
 0.61270438 0.74851785 0.88228225 0.75681823 0.87419572 0.93204069]","[[0.84842973]
 [0.78374516]
 [0.78660112]
 [0.39426409]
 [0.20988306]
 [0.59838156]
 [0.40687344]
 [0.48232297]
 [0.37587003]
 [0.88958072]
 [0.98772021]
 [0.94660322]
 [0.96755022]
 [0.96704582]
 [0.94045689]
 [0.70563928]
 [0.75733379]
 [0.7751519 ]
 [0.99724594]
 [0.96430661]
 [0.960025  ]
 [0.96417435]
 [0.94592884]
 [0.94637247]
 [0.92483339]
 [0.90024691]
 [0.85893472]
 [0.87072956]
 [0.97701347]
 [0.88924878]
 [0.8603028 ]
 [0.95518657]
 [0.92619117]
 [0.99707015]
 [0.99842596]
 [0.99892703]]",36
