,Unnamed: 0.1,Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
158,4,0,12001_x_S.en,random,Ridge,0.2372912834676107,0.2948634938669607,"[0.43688816 0.25609195 0.53943199 0.57129396 0.45831212 0.67062448
 0.42575968 0.46128856 0.33735078]","[[0.45619006]
 [0.11595643]
 [0.42955449]
 [0.72823824]
 [0.65302154]
 [0.8041304 ]
 [0.91417669]
 [0.77917198]
 [0.91219735]]",9
159,5,0,12001_x_S.au,random,Ridge,0.1872691663695037,0.2322291472323833,"[0.89484667 0.92754217 0.89459758 0.71145521 0.69317778 0.67734953
 0.56563122 0.51873888 0.57285331]","[[0.78825672]
 [0.92651453]
 [0.88899881]
 [0.8047574 ]
 [0.89106253]
 [0.90560488]
 [0.94533914]
 [0.89610277]
 [0.86854533]]",9
160,6,0,12048_x_E.ce,random,Ridge,0.2099884375958409,0.2621934839892827,"[0.54115558 0.57186797 0.6111053  0.83684348 0.89217282 0.9550715
 0.7007602  0.7815322  0.59181896]","[[0.95188311]
 [0.98205471]
 [0.99176781]
 [0.94846449]
 [0.98443467]
 [0.95613691]
 [0.75189398]
 [0.89801934]
 [0.90756892]]",9
161,7,0,12048_x_E.co,random,Ridge,0.148910868894908,0.1944429253682215,"[0.79204301 0.66356839 0.62089441 0.84307491 1.00084398 0.95120517
 0.80152229 0.90767499 0.78471665]","[[0.38497209]
 [0.3692267 ]
 [0.38193534]
 [0.90713281]
 [0.95063515]
 [0.97321142]
 [0.88097163]
 [0.83077776]
 [0.89192324]]",9
162,8,0,12048_x_S.en,random,Ridge,0.2671198116002591,0.3370940794448058,"[0.26232994 0.09501944 0.26232994 0.48829223 0.53780092 0.48641161
 0.30568405 0.31565151 0.31609458]","[[0.30769525]
 [0.05203706]
 [0.35335252]
 [0.65723816]
 [0.77876227]
 [0.67138204]
 [0.79911473]
 [0.89975877]
 [0.86838695]]",9
163,9,0,12048_x_S.au,random,Ridge,0.2569841713089374,0.3063379784323025,"[0.92337277 1.02859104 0.92149934 0.73769576 0.69852568 0.70440222
 0.51963056 0.54470188 0.57255733]","[[0.87807663]
 [0.97761851]
 [0.97039675]
 [0.99423697]
 [0.99712035]
 [0.95483735]
 [0.99956886]
 [0.99979911]
 [0.99964225]]",9
164,10,0,12701_x_E.ce,random,Ridge,0.1053876121638254,0.1321134453202838,"[0.60500222 0.58105788 0.49427294 0.92825956 0.9246866  0.9045513
 0.74546126 0.74189597 0.74691079]","[[0.6237963 ]
 [0.7171057 ]
 [0.71631353]
 [0.98035326]
 [0.97802315]
 [0.95543542]
 [0.88223754]
 [0.98904369]
 [0.77827844]]",9
165,11,0,12701_x_E.co,random,Ridge,0.3291191714222538,0.3824774847051419,"[0.65392824 0.54034097 0.68969561 0.72354581 0.73414148 0.81529955
 0.61607927 0.79536457 0.80972321]","[[0.387086  ]
 [0.45942264]
 [0.41486875]
 [0.98374083]
 [0.94373648]
 [0.97803453]
 [0.2366919 ]
 [0.13633384]
 [0.14118121]]",9
166,0,0,12701_x_S.en,random,Ridge,0.1871169029325719,0.2173522835477734,"[0.21885884 0.17800408 0.13056014 0.59038873 0.69129623 0.72437951
 0.34177555 0.54874435 0.31302189]","[[0.6086484 ]
 [0.34434409]
 [0.49806811]
 [0.44320745]
 [0.74930756]
 [0.85228033]
 [0.41485215]
 [0.70306232]
 [0.51294848]]",9
167,1,0,12701_x_S.au,random,Ridge,0.1237752742014253,0.1575580006656506,"[0.88657574 0.86727096 0.92759978 0.75407505 0.69489017 0.71967908
 0.48907164 0.55862931 0.56672657]","[[0.83122257]
 [0.9301025 ]
 [0.95467772]
 [0.49375238]
 [0.52558133]
 [0.41582979]
 [0.6426263 ]
 [0.51653222]
 [0.52714431]]",9
168,2,0,12832_x_E.ce,random,Ridge,0.0838576783882315,0.1024385712446282,"[0.57703666 0.56942815 0.58841911 0.89830033 0.93208954 0.90307542
 0.7085044  0.77056549 0.7336634 ]","[[0.7222509 ]
 [0.67187312]
 [0.58272752]
 [0.97864799]
 [0.97984867]
 [0.96789032]
 [0.90344707]
 [0.87950239]
 [0.72909638]]",9
169,3,0,12832_x_E.co,random,Ridge,0.1426109695299407,0.1902708893657233,"[0.71505846 0.71836394 0.76168988 0.9769336  0.95926334 0.90989501
 0.71296966 0.78758073 0.8098552 ]","[[0.36435971]
 [0.48896226]
 [0.40495385]
 [0.91172188]
 [0.90996342]
 [0.83633123]
 [0.78374765]
 [0.7999228 ]
 [0.88532199]]",9
170,4,0,12832_x_S.en,random,Ridge,0.2868586525712249,0.3435644312474302,"[0.3467219  0.2015484  0.21864266 0.70747642 0.60178857 0.65618607
 0.37529641 0.5865629  0.3307122 ]","[[0.28210822]
 [0.19281484]
 [0.4720613 ]
 [0.59612413]
 [0.29399397]
 [0.12482699]
 [0.74858424]
 [0.92665552]
 [0.92178779]]",9
171,5,0,12832_x_S.au,random,Ridge,0.125020819941825,0.1512814312130618,"[0.86230486 0.97920061 0.87799435 0.72930067 0.7223344  0.69751153
 0.57329232 0.61603559 0.61133445]","[[0.73621571]
 [0.96880127]
 [0.93240842]
 [0.82572448]
 [0.82187581]
 [0.79394483]
 [0.66850347]
 [0.89157433]
 [0.88247085]]",9
172,6,0,B1_x_E.ce,random,Ridge,0.0936418700873622,0.1130162904898267,"[0.56923141 0.57853554 0.57853554 0.90830012 0.93148886 0.92249096
 0.70698621 0.70333964 0.72652838]","[[0.42509385]
 [0.66837588]
 [0.62955949]
 [0.93159431]
 [0.975999  ]
 [0.94159384]
 [0.91341457]
 [0.87453569]
 [0.81977173]]",9
173,7,0,B1_x_E.co,random,Ridge,0.0937424098821243,0.123815371136708,"[0.51818382 0.70267578 0.52432295 0.8875731  0.94337542 0.94890249
 0.80668658 0.80668658 0.82056119]","[[0.39617026]
 [0.39834738]
 [0.40097912]
 [0.85113901]
 [0.87697482]
 [0.88667544]
 [0.76946686]
 [0.76610499]
 [0.87169404]]",9
174,8,0,B1_x_S.en,random,Ridge,0.2558068427747816,0.3284636959379173,"[0.28415701 0.29108437 0.29108437 0.91913707 0.63981276 0.63981276
 0.59596754 0.35576814 0.35692069]","[[0.36505974]
 [0.31869931]
 [0.45865587]
 [0.4860882 ]
 [0.5320514 ]
 [0.60237077]
 [0.92409418]
 [0.93025802]
 [0.90222436]]",9
175,9,0,B1_x_S.au,random,Ridge,0.1355684699567393,0.1916517660014089,"[0.86836798 0.92621619 0.92786077 0.73150448 0.73601257 0.70233595
 0.53377648 0.53341472 0.58120082]","[[0.73315454]
 [0.94713401]
 [0.96636701]
 [0.64880035]
 [0.74374471]
 [0.77934613]
 [0.64199834]
 [0.95690239]
 [0.90752355]]",9
176,10,0,B8_x_E.ce,random,Ridge,0.2258325187042758,0.2663703946110852,"[0.58678099 0.60295578 0.54100591 0.89935342 0.9087936  0.89936882
 0.69048092 0.62087383 0.68953657]","[[0.95596408]
 [0.98038748]
 [0.99237241]
 [0.94858407]
 [0.97170611]
 [0.96583419]
 [0.88575371]
 [0.87437664]
 [0.89666384]]",9
177,11,0,B8_x_E.co,random,Ridge,0.1737377368941167,0.2021980520853208,"[0.67323356 0.6522665  0.68166166 0.92602743 0.80372339 0.93483389
 0.64359976 0.78839555 0.71381424]","[[0.36988945]
 [0.40134686]
 [0.39904629]
 [0.89959978]
 [0.92568436]
 [0.95888681]
 [0.91346479]
 [0.88777914]
 [0.89888459]]",9
178,0,0,B8_x_S.en,random,Ridge,0.2457132762790947,0.2962167106838086,"[0.28525681 0.2204355  0.36885361 0.74625966 0.59959821 0.49504122
 0.30911103 0.39079101 0.48959669]","[[0.37063027]
 [0.        ]
 [0.40655816]
 [0.48206093]
 [0.48993262]
 [0.62812498]
 [0.81122728]
 [0.89745489]
 [0.84177442]]",9
179,1,0,B8_x_S.au,random,Ridge,0.2740810724368209,0.3264812838254698,"[0.89951265 0.94862296 0.92289866 0.68799124 0.66061256 0.69895821
 0.53494196 0.51916121 0.53860455]","[[0.84691344]
 [0.97948001]
 [0.96152962]
 [0.99227679]
 [0.99963227]
 [0.99374073]
 [0.99974418]
 [0.99974191]
 [0.99977629]]",9
180,2,0,B18_x_E.ce,random,Ridge,0.0732484440560074,0.0827051313302086,"[0.55927997 0.6077852  0.55927997 0.87316154 0.92202731 0.9353547
 0.76022574 0.74598292 0.75040286]","[[0.61278239]
 [0.69253696]
 [0.65450303]
 [0.9558245 ]
 [0.95602172]
 [0.94370372]
 [0.91126658]
 [0.80723995]
 [0.66194838]]",9
181,3,0,B18_x_E.co,random,Ridge,0.2977242873569454,0.3448361305202441,"[0.73423751 0.72433575 0.71794964 0.89649432 0.96102541 0.78525905
 0.67446925 0.7811451  0.78417157]","[[0.34547948]
 [0.42659821]
 [0.37835684]
 [0.8771814 ]
 [0.92257636]
 [0.97619101]
 [0.31875414]
 [0.26119551]
 [0.25509998]]",9
182,4,0,B18_x_S.en,random,Ridge,0.1256873088056022,0.1613149347489895,"[0.42541135 0.32466521 0.32466521 0.55686925 0.76286376 0.69380913
 0.52592561 0.28381861 0.34188879]","[[0.41617595]
 [0.25336463]
 [0.4818378 ]
 [0.69275667]
 [0.73602587]
 [0.69907302]
 [0.22560538]
 [0.5440515 ]
 [0.50682367]]",9
183,5,0,B18_x_S.au,random,Ridge,0.1529518684653179,0.1777696751332205,"[0.96057867 0.81959273 0.81552643 0.77184398 0.73437322 0.73662341
 0.57940398 0.6001431  0.57674429]","[[0.79373901]
 [0.92711809]
 [0.94505321]
 [0.53805488]
 [0.47939064]
 [0.43784688]
 [0.58194566]
 [0.47260031]
 [0.52170195]]",9
184,6,0,C5_x_E.ce,random,Ridge,0.0653429798700492,0.0747791436526551,"[0.58208467 0.61765081 0.60344217 0.92803743 0.90628837 0.74069726
 0.76385095 0.76999235 0.64970858]","[[0.61741846]
 [0.51342435]
 [0.64749359]
 [0.98924821]
 [0.95391228]
 [0.76820081]
 [0.72771808]
 [0.6286392 ]
 [0.55905769]]",9
185,7,0,C5_x_E.co,random,Ridge,0.2526737466585741,0.3288227181298787,"[0.58377017 0.71857745 0.65497779 0.93397546 0.89230002 0.85193355
 0.82447679 0.83680867 0.83872957]","[[0.41602359]
 [0.62896479]
 [0.37594786]
 [0.96163689]
 [0.82640239]
 [0.91115366]
 [0.23801143]
 [0.27393508]
 [0.40317314]]",9
186,8,0,C5_x_S.en,random,Ridge,0.225274676204125,0.258939115310408,"[0.35821651 0.37225812 0.1822165  0.31119698 0.83111467 0.82269139
 0.42006266 0.34231805 0.6283742 ]","[[0.49960014]
 [0.32949037]
 [0.63221188]
 [0.70729514]
 [0.71327998]
 [0.49779871]
 [0.23039224]
 [0.53639065]
 [0.45761743]]",9
187,9,0,C5_x_S.au,random,Ridge,0.0967643490514553,0.1191374283951857,"[0.89738945 0.95265266 0.7844006  0.7897737  0.82566463 0.77646125
 0.59354297 0.60716431 0.37346966]","[[0.92403973]
 [0.91356809]
 [0.98145982]
 [0.72826511]
 [0.75197758]
 [0.73515292]
 [0.64398475]
 [0.4335643 ]
 [0.58100896]]",9
188,0,0,1167,combinatoric,Ridge,0.223145122808232,0.2619204746246066,[0.55858854 0.55713735 0.56301081 ... 0.54667341 0.54362791 0.5428063 ],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",5112
189,1,0,1202,combinatoric,Ridge,0.155133025437948,0.2017079837453811,[0.62259816 0.62126998 0.62681711 ... 0.58712819 0.58425274 0.58333668],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",5112
190,2,0,1218,combinatoric,Ridge,0.152388571069481,0.2077512645716078,[0.59959414 0.59825591 0.60381179 ... 0.56117066 0.55829135 0.55740537],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",5112
191,3,0,1219,combinatoric,Ridge,0.1560231422911495,0.2145112415475055,[0.57280196 0.57143274 0.57713991 ... 0.5983314  0.59537728 0.5944713 ],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",5112
192,4,0,1234,combinatoric,Ridge,0.2135849458030734,0.299375213750331,[0.61501155 0.61371527 0.6193173  ... 0.57616985 0.57329441 0.57239532],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",5112
193,5,0,1273,combinatoric,Ridge,0.1800815855717216,0.2190003669746773,[0.55688263 0.55545477 0.56102955 ... 0.56800347 0.56508509 0.56430234],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112
194,6,0,1298,combinatoric,Ridge,0.1395769713027477,0.1756985911981621,[0.5808792  0.57950449 0.58523618 ... 0.56486732 0.56190506 0.56102273],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112
195,7,0,1339,combinatoric,Ridge,0.2496787092855351,0.3197403385478483,[0.69122617 0.6897967  0.69560929 ... 0.5863049  0.5832903  0.58245008],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",5112
196,8,0,11285,combinatoric,Ridge,0.1822878837440317,0.2192695209522396,[0.58640353 0.58504601 0.59041161 ... 0.60027667 0.59747588 0.59671624],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",7668
197,9,0,11457,combinatoric,Ridge,0.1704020082812337,0.2070378216314839,[0.59831559 0.59694887 0.60256734 ... 0.61845427 0.6155374  0.614655  ],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",8094
198,10,0,12001,combinatoric,Ridge,0.1568153939770153,0.1888165176685382,[0.60652842 0.605198   0.61094619 ... 0.61997842 0.61701889 0.61603994],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",8094
199,11,0,12048,combinatoric,Ridge,0.1788658519598128,0.2202487297370112,[0.61500981 0.61369578 0.6191434  ... 0.61689601 0.61407376 0.61321762],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668
200,0,0,12701,combinatoric,Ridge,0.1519629372999903,0.2148754968200131,[0.63359756 0.63215197 0.63769079 ... 0.6266293  0.6237397  0.62311756],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",7668
201,1,0,12832,combinatoric,Ridge,0.1421421438062455,0.1991145907531738,[0.63316985 0.63188268 0.63747414 ... 0.6364668  0.63358916 0.63262047],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668
202,2,0,B1,combinatoric,Ridge,0.1262479775555561,0.1691426565797374,[0.63356303 0.6321891  0.63788663 ... 0.59118363 0.58823405 0.58735086],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",6816
203,3,0,B8,combinatoric,Ridge,0.1948805630027456,0.233738683983748,[0.59395016 0.59266521 0.59809301 ... 0.59918054 0.59637383 0.59547084],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",6816
204,4,0,B18,combinatoric,Ridge,0.1513073969019515,0.2092295251715157,[0.68923463 0.68785524 0.69347871 ... 0.52317958 0.52027234 0.51950597],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",6816
205,5,0,C5,combinatoric,Ridge,0.141965036550155,0.1943568011979917,[0.68000944 0.67862179 0.68422535 ... 0.66555013 0.66263805 0.66182356],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",6816
206,6,0,E.ce,combinatoric,Ridge,0.1297199932144444,0.1707070702139597,[0.56214033 0.56192563 0.56920318 ... 0.73214657 0.72329549 0.72695636],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",29160
207,7,0,E.co,combinatoric,Ridge,0.2028205182359411,0.260258022166928,[0.66806421 0.66312983 0.66961042 ... 0.78091585 0.77575718 0.76560499],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",29160
208,8,0,S.en,combinatoric,Ridge,0.2270502041716609,0.2835220966868991,[0.14481833 0.36321927 0.28712684 ... 0.3160635  0.31651309 0.34698033],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",29160
209,9,0,S.au,combinatoric,Ridge,0.1655805796128612,0.2162653351623117,[0.90040262 0.87501706 0.87460372 ... 0.51811065 0.51510209 0.51308428],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",27540
210,10,0,1167_x_E.ce,combinatoric,Ridge,0.1751931380915394,0.1899489851200432,[0.52874859 0.52846377 0.53608662 ... 0.69256588 0.6832829  0.68702272],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.93997339]
 [0.93346047]
 [0.93346047]]",1296
211,11,0,1167_x_E.co,combinatoric,Ridge,0.2334096817818514,0.2549557694782937,[0.62121677 0.61601852 0.62293464 ... 0.74373027 0.73828595 0.72763542],"[[0.29228146]
 [0.29614315]
 [0.29228146]
 ...
 [0.99785545]
 [0.98518001]
 [0.98871093]]",1296
212,0,0,1167_x_S.en,combinatoric,Ridge,0.4260646732413173,0.4756695130018461,[0.09603824 0.32099874 0.24313908 ... 0.2738267  0.27313111 0.30611357],"[[0.72965397]
 [0.53297676]
 [0.72965397]
 ...
 [0.99904466]
 [0.99774927]
 [1.        ]]",1296
213,1,0,1167_x_S.au,combinatoric,Ridge,0.1492674761549692,0.1898647553979947,[0.84889026 0.82249056 0.8222452  ... 0.48875862 0.48564823 0.48367581],"[[0.93482886]
 [0.83673575]
 [0.6058648 ]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",1224
214,2,0,1202_x_E.ce,combinatoric,Ridge,0.0950496633193555,0.1501839018831391,[0.58288735 0.58271545 0.58987289 ... 0.74086718 0.73217    0.73583253],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.62507124]
 [0.62507124]
 [0.71542897]]",1296
215,3,0,1202_x_E.co,combinatoric,Ridge,0.2099000361532423,0.2436044918360481,[0.69259208 0.68774694 0.69403423 ... 0.79540638 0.79031466 0.78030296],"[[0.43239395]
 [0.43239395]
 [0.43239395]
 ...
 [0.39794357]
 [0.48052866]
 [0.38356225]]",1296
216,4,0,1202_x_S.en,combinatoric,Ridge,0.2097704261466961,0.2536438605139812,[0.17420201 0.39309091 0.31640185 ... 0.33818288 0.3395684  0.36881209],"[[0.30539326]
 [0.36968642]
 [0.06283783]
 ...
 [0.34203753]
 [0.77984246]
 [0.24694186]]",1296
217,5,0,1202_x_S.au,combinatoric,Ridge,0.1183814493550074,0.1547523170210678,[0.91721749 0.89189188 0.89133776 ... 0.53142382 0.5284184  0.52629738],"[[0.64477475]
 [0.64477475]
 [0.83061693]
 ...
 [0.57514431]
 [0.57514431]
 [0.57514431]]",1224
218,6,0,1218_x_E.ce,combinatoric,Ridge,0.0883246329105963,0.1144514945608035,[0.56662941 0.56642378 0.57357401 ... 0.73004788 0.7213527  0.72495794],"[[0.71403127]
 [0.40903003]
 [0.71403127]
 ...
 [0.70814178]
 [0.49685288]
 [0.70814178]]",1296
219,7,0,1218_x_E.co,combinatoric,Ridge,0.2746822135986176,0.3312805288589516,[0.66114611 0.65628152 0.66263008 ... 0.78218186 0.7770755  0.76704308],"[[0.39638506]
 [0.39638506]
 [0.31444566]
 ...
 [0.4988302 ]
 [0.21605889]
 [0.21605889]]",1296
220,8,0,1218_x_S.en,combinatoric,Ridge,0.1881676157382976,0.2267963811114887,[0.1500142  0.36719664 0.29139055 ... 0.31672209 0.31753498 0.34732846],"[[0.26105455]
 [0.39324875]
 [0.05213942]
 ...
 [0.43190293]
 [0.07405875]
 [0.07405875]]",1296
221,9,0,1218_x_S.au,combinatoric,Ridge,0.0966205641073588,0.1229125484471528,[0.89606149 0.8707751  0.87029307 ... 0.50917541 0.50618147 0.50411267],"[[0.94207013]
 [0.94207013]
 [0.9439279 ]
 ...
 [0.74007091]
 [0.55605146]
 [0.68774913]]",1224
222,10,0,1219_x_E.ce,combinatoric,Ridge,0.1371649743488595,0.1757909127127352,[0.54089226 0.54072591 0.54819537 ... 0.76355777 0.75448403 0.75832684],"[[0.56188405]
 [0.21703461]
 [0.56188405]
 ...
 [0.70538468]
 [0.70538468]
 [0.70538468]]",1296
223,11,0,1219_x_E.co,combinatoric,Ridge,0.2411506539313774,0.2950905961368226,[0.63795046 0.63296184 0.63947162 ... 0.81561115 0.81039084 0.80010462],"[[0.39525584]
 [0.43337528]
 [0.43337528]
 ...
 [0.40858063]
 [0.16723032]
 [0.40858063]]",1296
224,0,0,1219_x_S.en,combinatoric,Ridge,0.2168116253122202,0.2827925053578436,[0.10460731 0.32672922 0.24912537 ... 0.34974518 0.35066619 0.38101163],"[[0.20122971]
 [0.56709756]
 [0.20122971]
 ...
 [0.56174631]
 [0.56174631]
 [0.37172853]]",1296
225,1,0,1219_x_S.au,combinatoric,Ridge,0.093592961348133,0.1093840828655557,[0.87626109 0.85038173 0.84988294 ... 0.54200162 0.53893299 0.5368163 ],"[[0.94551738]
 [0.92080653]
 [0.94551738]
 ...
 [0.57982691]
 [0.57500456]
 [0.43863302]]",1224
226,2,0,1234_x_E.ce,combinatoric,Ridge,0.1106528783195432,0.1615866894667751,[0.58251929 0.58244887 0.58996653 ... 0.76680758 0.75769461 0.76171558],"[[0.56621503]
 [0.69992615]
 [0.56621503]
 ...
 [0.38589281]
 [0.38589281]
 [0.72069034]]",1296
227,3,0,1234_x_E.co,combinatoric,Ridge,0.2808413733621727,0.3665086885095614,[0.67849583 0.67366046 0.68005441 ... 0.80377708 0.79875203 0.78883032],"[[0.37533383]
 [0.42029501]
 [0.37533383]
 ...
 [0.23941059]
 [0.23941059]
 [0.20836221]]",1296
228,4,0,1234_x_S.en,combinatoric,Ridge,0.2904781542372983,0.3480055988656256,[0.16733571 0.38544043 0.30977042 ... 0.33697387 0.33677522 0.36809716],"[[0.27277721]
 [0.51424479]
 [0.27277721]
 ...
 [0.        ]
 [0.        ]
 [0.        ]]",1296
229,5,0,1234_x_S.au,combinatoric,Ridge,0.191276327956874,0.2637101545998921,[0.91724245 0.89260574 0.89200919 ... 0.52551308 0.52255272 0.52048421],"[[0.80384281]
 [0.90118178]
 [0.9146671 ]
 ...
 [0.57845471]
 [0.72096599]
 [0.72096599]]",1224
230,6,0,1273_x_E.ce,combinatoric,Ridge,0.1371870462653986,0.158525890223256,[0.52201802 0.52165695 0.52862712 ... 0.72307505 0.71456685 0.71782734],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.97210151]
 [0.88825073]
 [0.91438627]]",1296
231,7,0,1273_x_E.co,combinatoric,Ridge,0.1499955152989643,0.1715755198027368,[0.61290487 0.60790658 0.61439597 ... 0.76965058 0.76441559 0.75409171],"[[0.44415041]
 [0.44415041]
 [0.36530147]
 ...
 [0.76102029]
 [0.62563646]
 [0.76102029]]",1296
232,8,0,1273_x_S.en,combinatoric,Ridge,0.2957818135049537,0.3536182994149831,[0.11067436 0.32665442 0.25093189 ... 0.31950278 0.32092914 0.34970094],"[[0.50859862]
 [0.44532886]
 [0.45565884]
 ...
 [0.23763899]
 [0.94403186]
 [0.98775245]]",1296
233,9,0,1273_x_S.au,combinatoric,Ridge,0.2707953457251478,0.3020487085729957,[0.86100143 0.83506424 0.83487253 ... 0.52108    0.51804486 0.51612326],"[[0.60095033]
 [0.93156845]
 [0.93156845]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",1224
234,10,0,1298_x_E.ce,combinatoric,Ridge,0.0918971081214453,0.1119386227571076,[0.5475985  0.54741334 0.55491769 ... 0.74090085 0.73178114 0.73561339],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.69860234]
 [0.53338386]
 [0.72556523]]",1296
235,11,0,1298_x_E.co,combinatoric,Ridge,0.2422472085608603,0.2882294054172275,[0.64646728 0.64145243 0.64808492 ... 0.78438268 0.7791353  0.76884077],"[[0.51022149]
 [0.38337098]
 [0.51022149]
 ...
 [0.336191  ]
 [0.28267304]
 [0.336191  ]]",1296
236,0,0,1298_x_S.en,combinatoric,Ridge,0.1588457783826046,0.1902922104293774,[0.11906907 0.34226811 0.26471772 ... 0.30395391 0.30393752 0.33573131],"[[0.31917066]
 [0.31917066]
 [0.52796393]
 ...
 [0.21471827]
 [0.21471827]
 [0.29892466]]",1296
237,1,0,1298_x_S.au,combinatoric,Ridge,0.1165310312284153,0.1400491747203949,[0.87665495 0.85096476 0.850504   ... 0.51226348 0.50921178 0.50714385],"[[0.75748653]
 [0.75748653]
 [0.75748653]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",1224
238,2,0,1339_x_E.ce,combinatoric,Ridge,0.2325758896197475,0.3245745841994265,[0.6481698  0.64786561 0.65526632 ... 0.76195388 0.75293593 0.75652301],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",1296
239,3,0,1339_x_E.co,combinatoric,Ridge,0.3509766066710499,0.4282494238728902,[0.76842065 0.76328969 0.77002753 ... 0.81300359 0.80765743 0.7971029 ],"[[0.31664838]
 [0.31664838]
 [0.39582572]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",1296
240,4,0,1339_x_S.en,combinatoric,Ridge,0.1939707288379948,0.2343691038818573,[0.2421271  0.46515743 0.38767612 ... 0.3387912  0.3387149  0.3705665 ],"[[0.49677968]
 [0.49677968]
 [0.34892035]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",1296
241,5,0,1339_x_S.au,combinatoric,Ridge,0.2435595306518194,0.285588426935228,[0.97075529 0.94453334 0.94420669 ... 0.53149401 0.52838839 0.52638131],"[[0.91374737]
 [0.94219027]
 [0.65657944]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",1224
242,6,0,11285_x_E.ce,combinatoric,Ridge,0.2214510067754917,0.2622759445383323,[0.55225473 0.55194273 0.5587153  ... 0.75056037 0.7423011  0.74553056],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.94066202]
 [0.94066202]
 [0.96621555]]",1944
243,7,0,11285_x_E.co,combinatoric,Ridge,0.1477806318448518,0.1792278566087977,[0.65137073 0.64658062 0.65284372 ... 0.80651711 0.80149227 0.79161998],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.81702822]
 [0.86183369]
 [0.81702822]]",1944
244,8,0,11285_x_S.en,combinatoric,Ridge,0.2066109600990061,0.2600201525729139,[0.14861722 0.35742408 0.28449432 ... 0.37183194 0.37286022 0.40116748],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.70396517]
 [0.70396517]
 [0.81070028]]",1944
245,9,0,11285_x_S.au,combinatoric,Ridge,0.2604263313113569,0.3055208832691212,[0.89840894 0.87365038 0.87341582 ... 0.54155805 0.53865106 0.53678668],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",1836
