,Unnamed: 0.1,Unnamed: 0,Evaluation,Method,Model,MAE,RMSE,Y_hat,Y_true,n_samples
5,5,0,1273,combinatoric,LGBMRegressor,0.1423901437642155,0.203222334560881,[0.6313816  0.61524821 0.65150174 ... 0.55815923 0.55332838 0.55332838],"[[0.58027284]
 [0.62997734]
 [0.62997734]
 ...
 [0.99994395]
 [1.        ]
 [1.        ]]",5112
6,6,0,1298,combinatoric,LGBMRegressor,0.1325817402499314,0.1724786020117162,[0.60166625 0.60166625 0.60166625 ... 0.55345382 0.55167272 0.55167272],"[[0.36149194]
 [0.43979194]
 [0.43979194]
 ...
 [0.43881792]
 [0.43881792]
 [0.4706547 ]]",5112
7,7,0,1339,combinatoric,LGBMRegressor,0.1953274811439026,0.257103257876371,[0.79320437 0.79320437 0.79320437 ... 0.5503526  0.55675305 0.55675305],"[[0.58048175]
 [0.58666233]
 [0.58048175]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",5112
8,8,0,11285,combinatoric,LGBMRegressor,0.1013514373622883,0.1269044979321209,[0.75927036 0.75330411 0.77254782 ... 0.86849783 0.88608275 0.88101112],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.99529203]
 [0.99529203]
 [0.99529203]]",7668
9,9,0,11457,combinatoric,LGBMRegressor,0.0892762924451994,0.1218322112201385,[0.84212691 0.84103311 0.84883443 ... 0.7819978  0.79698215 0.79698215],"[[0.78374516]
 [0.78374516]
 [0.78374516]
 ...
 [0.99892703]
 [0.99707015]
 [0.99892703]]",8094
10,10,0,12001,combinatoric,LGBMRegressor,0.0977213034597342,0.132353033853295,[0.83068612 0.83068612 0.83301356 ... 0.90949894 0.92867797 0.92867797],"[[0.79475732]
 [0.79475732]
 [0.79475732]
 ...
 [0.89610277]
 [0.94533914]
 [0.94533914]]",8094
11,11,0,12048,combinatoric,LGBMRegressor,0.1012893091013786,0.1349141244746973,[0.70897168 0.70992091 0.70768807 ... 0.73348192 0.76592013 0.75812492],"[[0.99176781]
 [0.99176781]
 [0.98205471]
 ...
 [0.99956886]
 [0.99956886]
 [0.99956886]]",7668
12,0,0,12701,combinatoric,LGBMRegressor,0.1829860018482516,0.2556773600578628,[0.65613859 0.64197083 0.66388522 ... 0.86611589 0.89125385 0.86476145],"[[0.7171057 ]
 [0.7171057 ]
 [0.7171057 ]
 ...
 [0.51653222]
 [0.52714431]
 [0.51653222]]",7668
13,1,0,12832,combinatoric,LGBMRegressor,0.1171954449295744,0.1706406343263967,[0.83759398 0.83701168 0.83774067 ... 0.87126746 0.89391717 0.89391717],"[[0.58272752]
 [0.67187312]
 [0.7222509 ]
 ...
 [0.66850347]
 [0.88247085]
 [0.66850347]]",7668
14,2,0,B1,combinatoric,LGBMRegressor,0.1064752548028878,0.1478888895007937,[0.75428674 0.75428674 0.75428674 ... 0.77027863 0.7600838  0.76111482],"[[0.42509385]
 [0.42509385]
 [0.66837588]
 ...
 [0.64199834]
 [0.64199834]
 [0.64199834]]",6816
15,3,0,B8,combinatoric,LGBMRegressor,0.1538523504354588,0.2100416276591431,[0.66691377 0.66691377 0.69758144 ... 0.65911707 0.6687766  0.6687766 ],"[[0.98038748]
 [0.95596408]
 [0.98038748]
 ...
 [0.99977629]
 [0.99974418]
 [0.99977629]]",6816
16,4,0,B18,combinatoric,LGBMRegressor,0.1385650396680888,0.194437487261232,[0.61765295 0.61765295 0.61289386 ... 0.62987668 0.65081713 0.65081713],"[[0.65450303]
 [0.65450303]
 [0.65450303]
 ...
 [0.47260031]
 [0.58194566]
 [0.58194566]]",6816
17,5,0,C5,combinatoric,LGBMRegressor,0.1104006841970937,0.1494337547420251,[0.65868606 0.65868606 0.65868606 ... 0.80697743 0.79409827 0.79409827],"[[0.61741846]
 [0.51342435]
 [0.64749359]
 ...
 [0.64398475]
 [0.4335643 ]
 [0.64398475]]",6816
18,6,0,E.ce,combinatoric,LGBMRegressor,0.1027510466836637,0.143552174485439,[0.92663668 0.92663668 0.92663668 ... 0.50340591 0.50340591 0.50340591],"[[0.98451715]
 [0.98451715]
 [0.91348945]
 ...
 [0.22604631]
 [0.26073352]
 [0.22604631]]",29160
19,7,0,E.co,combinatoric,LGBMRegressor,0.1860432243152287,0.2499094186283043,[0.97307332 0.97307332 0.97307332 ... 0.50198439 0.50198439 0.50198439],"[[0.32310936]
 [0.40226433]
 [0.32310936]
 ...
 [0.11560503]
 [0.17233788]
 [0.17233788]]",29160
20,8,0,S.en,combinatoric,LGBMRegressor,0.1820078473223189,0.2402644513760347,[0.43256256 0.43256256 0.43256256 ... 0.26166538 0.26166538 0.26166538],"[[0.29211455]
 [0.30351804]
 [0.30351804]
 ...
 [0.20434278]
 [0.20434278]
 [0.20434278]]",29160
21,9,0,S.au,combinatoric,LGBMRegressor,0.1223647761555598,0.1660974971369432,[0.97627116 0.97532182 0.97793039 ... 0.47609776 0.48440075 0.48440075],"[[0.84723405]
 [0.84723405]
 [0.84723405]
 ...
 [0.37047272]
 [0.37047272]
 [0.40574128]]",27540
22,10,0,1167_x_E.ce,combinatoric,LGBMRegressor,0.1625799936614773,0.2094735162534447,[0.53659805 0.53659805 0.53659805 ... 0.95818404 0.95818404 0.95818404],"[[0.72831622]
 [0.71985186]
 [0.47114438]
 ...
 [0.93997339]
 [0.93346047]
 [0.93346047]]",1296
23,11,0,1167_x_E.co,combinatoric,LGBMRegressor,0.2347249161677766,0.2811385199765804,[0.58695907 0.58695907 0.58695907 ... 0.62734543 0.62734543 0.62734543],"[[0.29228146]
 [0.29614315]
 [0.29228146]
 ...
 [0.99785545]
 [0.98518001]
 [0.98871093]]",1296
24,0,0,1167_x_S.en,combinatoric,LGBMRegressor,0.2678624406616645,0.3562755333760549,[0.41152071 0.41152071 0.41152071 ... 0.33858446 0.33858446 0.33858446],"[[0.72965397]
 [0.53297676]
 [0.72965397]
 ...
 [0.99904466]
 [0.99774927]
 [1.        ]]",1296
25,1,0,1167_x_S.au,combinatoric,LGBMRegressor,0.1672233705651937,0.2140518500047749,[0.91182812 0.93162427 0.91484387 ... 0.50963763 0.50602535 0.50602535],"[[0.93482886]
 [0.83673575]
 [0.6058648 ]
 ...
 [0.45989622]
 [0.43331883]
 [0.50304679]]",1224
26,2,0,1202_x_E.ce,combinatoric,LGBMRegressor,0.1295662582689419,0.1980234993590717,[0.57088399 0.57088399 0.57088399 ... 0.67364219 0.67364219 0.67364219],"[[0.59650097]
 [0.6126219 ]
 [0.59650097]
 ...
 [0.62507124]
 [0.62507124]
 [0.71542897]]",1296
